id	internalId	name	year	obligatory	copies
447	0	Manual de Urgencias Medicoquirúrgicas	2013	0	2
448	0	Compendio de Medicina de Urgencias: Guía Terapéutica de Bolsillo	2017	0	5
449	0	Manual de Urgencias	2016	0	9
450	0	Principios de Cirugía de Schwartz	2015	0	5
451	0	Fundamentos del Cuidado Quirúrgico	2011	0	2
452	0	Semiología Quirúrgica	2016	0	5
453	0	Sabiston Textbook of Surgery: The Biological Basis of Modern Surgical Practice	2017	0	5
454	0	ECG en la Práctica	2014	0	5
455	0	Radiología Básica: Aspectos Fundamentales	2016	0	8
456	0	Making Sence of the ECG: A Hands-On Guide	2014	0	5
457	0	Alto Riesgo Obstétrico	2013	1	18
458	0	Obstetricia y Ginecología	2014	0	3
459	0	Atención Primaria. Principios, Organización y Métodos en Medicina de Familia	2014	1	2
460	0	Salud Pública y Medicina Preventiva	2014	0	6
461	0	Semiología Médica: Fisiopatología, Semiotecnia y Propedéutica. Enseñanza-aprendizaje centrada en la persona	2013	0	10
462	0	Essentials of Kumar and Clark's Clinical Medicine	2018	0	5
463	0	Manual Washington de Terapéutica Médica	2017	0	10
464	0	Bates Guía de Exploración Física e Historia Clínica	2013	0	5
465	0	Fundamentos del Cuidado Quirúrgico	2011	0	2
466	0	Principios de Cirugía de Schwartz	2015	0	5
467	0	Manual de Urgencias Medicoquirúrgicas	2013	0	2
468	0	Semiología Quirúrgica	2016	0	5
469	0	Exploración Clínica de McLeod	2014	0	5
470	0	Velázquez Farmacología Básica y Clínica	2008	0	5
471	0	Cirugía: Fundamentos para la Práctica Clínico-Quirúrgica	2014	0	3
472	0	Semiología Médica 	2018	0	12
473	0	ECG en la Práctica	2014	0	5
474	0	ECG Fácil	2014	0	8
475	0	Radiología Básica: Aspectos Fundamentales	2016	0	8
476	0	Making Sence of the ECG: A Hands-On Guide	2014	0	5
477	0	Medicina de Urgencias y Emergencias: Guía Diagnóstica y Protocolos de Actuación	2014	0	5
478	0	Compendio de Medicina de Urgencias: Guía Terapéutica de Bolsillo	2017	0	5
479	0	Harrison Principios de Medicina Interna T1-2	2016	0	28
480	0	Clinical Medicine	2017	0	5
481	0	Introducción a la Medicina Clínica: Fisiopatología y Semiología	2015	0	2
482	0	Oxford Handbook of Clinical Medicine	2017	0	5
483	0	Velázquez Farmacología Básica y Clínica	2008	0	5
484	0	Core Radiology	2013	0	15
485	0	Evidence Based Physical Diagnosis	2018	0	5
486	0	Mosby's Diagnostic and Laboratory Test Reference	2012	0	2
487	0	Exploración Clínica Práctica de Noguer-Balcells	2016	0	5
488	0	Essential Surgery: Problems, Diagnosis and Management	2014	0	5
489	0	Manual de Urgencias	2016	0	9
490	0	Medicina Interna de Farreras Rozman T1-2	2016	0	12
491	0	Semiología Médica y Técnica Exploratoria	2001	0	2
492	0	Sabiston Textbook of Surgery: The Biological Basis of Modern Surgical Practice	2017	0	5
493	0	Davidson's Principles and Practice of Medicine	2014	0	5
494	0	Manual Harriet Lane de Pediatría	2018	0	5
495	0	Nelson Tratado de Pediatría T1-2	2016	0	18
496	0	Pediatría de Meneghello T1-2	2013	0	32
497	0	Manual Washington de Pediatría	2017	0	5
