PLANILLA DE NECESIDADES BIBLIOGRAFICAS 2022						
						
		Hernández- Aguado, I y otros. (2005). Manual de Epidemiología y Salud Pública. Primera Edición. Editorial Médica Panamericana.	OBLIGATORIA	18	25205	
		Martínez Hernández, J. Nociones de Salud Pública. Edit. Ediciones Díaz de Santos. 2006	OBLIGATORIA	0	0	
GINECOLOGÍA I	202	Berek y Novak. (2013). Ginecología de Novak. Baltimore, EE.UU.: Lippincott- Williams	OBLIGATORIA	15	25181	
		Goic, A. (2002) Semiología médica. Santiago, Chile: Mediterráneo.	OBLIGATORIA	4	25265	
		Pérez Sánchez Alfredo. (2014). Ginecología. Santiago: Mediterráneo.	OBLIGATORIA	16	25732	
		Urrutia María Teresa y otros. (2014). Enfermería Ginecológica. Santiago: Mediterráneo.	COMPLEMENTARIA	0	0	
FARMACOLOGÍA GENERAL Y GINECO- OBSTÉTRICA	202	Lorenzo P, (2013), Velásquez Farmacología básica y clínica, España, Ed. Médica Panamericana	OBLIGATORIA	3	26081	
		Gayo M, (2013), Fundamentos de la farmacología básica y clínica, España, Ed. Médica Panamericana.	OBLIGATORIA	0	0	
		Mosquera G, (2005), Farmacología clínica para enfermería, Madrid, McGraw-Hill Interamericana	OBLIGATORIA	6	22327	
FISIOPATOLOGÍA		Carie A. Braun, Cindy M. Anderson (2012). Fisiopatología: un enfoque clínico.(2° edición). España: Lippincott Williams Wilkins.	OBLIGATORIA	10	25262	
		Carol Mattson Porth (2010). Fisiopatología: salud - enfermedad, un enfoque conceptual. (7° edición). Buenos Aires : Médica Panamericana.	OBLIGATORIA	10	24622	
NEONATOLOGÍA I	202	Ceriani, J. (2009) Neonatología Práctica. (4 ed). Editorial Médica Panamericana.	OBLIGATORIA	2	25301	
		Tapia, J. (2008) Neonatología. (3 ed). Editorial Mediterráneo.	OBLIGATORIA	8	27859	
		Cloherty, J. Eichenwald, E. Hansen, A. & Stark, A. (2012) Manual de Neonatología (7ºed). Editorial Lippincott Williams and Wilkins.Wolters Kluwer Health.	OBLIGATORIA	3	25214	
		Caballero M. Erika. (1997). Valoración Física del Recién Nacido. Santiago de Chile: Editorial PUC.	OBLIGATORIA	0	5096	
		Gomella, T. (2009) Neonatología. (5 ed). Editorial Médica Panamericana.	COMPLEMENTARIA	18	26914	
		Fernández, P. Caballero, E. &amp; Medina G. (2010) Manual de Enfermería Neonatal. Editorial Mediterráneo.	COMPLEMENTARIA	1	23158	
OBSTETRICIA I	202	Pérez Sánchez, A. (2011) Obstetricia (4ª Edición).Chile: Mediterráneo	OBLIGATORIA	22	25229	
		Schwarcz, R., Fescina, R.,Duverges,C. (2005) Obstetricia (6ª Edición).Argentina: ElA teneo.	OBLIGATORIA	4	25207	
		González Merlo, J., Lailla, J.M., Fabre, E., González, E. (2013) Obstetricia (6ª Edición). España: ElsevierMasson.	OBLIGATORIA	7	25139	
		Walker,C., (2013) Fisioterapia en Obstetricia y Uroginecología (2ª Edición). España: ElsevierMasson.	OBLIGATORIA	2	25211	0
PROCESO DE ATENCIÓN DE ENFERMERÍA	202	Audrey J. Berman, Shirlee Snyder (2013). Fundamentos de enfermería: Kozier y Erb. (9°edicion ). Madrid: Pearson educación.	OBLIGATORIA	8	24668	
		Sharon Jensen (2012). Valoración de la salud en enfermería: una guía práctica.(1°Edición ). Estados Unidos: LIPPINCOTT WILLIAMS WILKINS.	OBLIGATORIA	1	23985	
		Martha Rile Alligood, Ann Marriner Tomey (2011). Modelos y teorías: en enfermería.(7° edición).Barcelona: Elsevier Mosby	OBLIGATORIA	2	23175	
ATENCIÓN PRIMARIA OBSTÉTRICA	301	Caballero M. Erika. (1997). Valoración Física del Recién Nacido. Santiago de Chile: Editorial PUC	OBLIGATORIA	0	5096	
		Tapia J. Ventura-Junca. (2000). Neonatología. Santiago de Chile: Editorial Mediterráneo.	OBLIGATORIA	8	27859	
		Pérez Sánchez A. (2011). Obstetricia. Santiago de Chile: Editorial Mediterráneo.	COMPLEMENTARIA	22	25229	
		Oyarzún Enrique. (1997). Alto Riesgo Obstétrico. Santiago de Chile: Editorial UC.	COMPLEMENTARIA	16	25173	
CLÍNICA DE PROCESO DE ENFERMERÍA	301	Audrey J. Berman, Shirlee Snyder (2013). Fundamentos de enfermería: Kozier y Erb. (9°edicion ). Madrid: Pearson educación.	OBLIGATORIA	8	24668	
		Sharon Jensen (2012). Valoración de la salud en enfermería: una guía práctica.( 1°Edición ). Estados Unidos: LIPPINCOTT WILLIAMS WILKINS.	OBLIGATORIA	1	23985	
		Martha Rile Alligood, Ann Marriner Tomey (2011). Modelos y teorías: en enfermería.(7° edición).Barcelona: Elsevier Mosby.	COMPLEMENTARIA	5	23175	
GINECOLOGÍA II	301	Berek y Novak. (2013). Ginecología de Novak. Baltimore, EE.UU.: Lippincott- Williams y Willkins.	OBLIGATORIA	15	25181	
		Pérez Sánchez Alfredo. (2014). Ginecología. Santiago: Mediterráneo.	OBLIGATORIA	16	25732	
		Cuello, Mauricio. (2005). Pautas de práctica clínica en Ginecología. Santiago: Ediciones Universidad Católica.	COMPLEMENTARIA	0	0	
		Escribano Tórtola Juan José y otros. (2001). Ginecología y atención primaria. Madrid: Edit. Schering.	COMPLEMENTARIA	0	0	
INVESTIGACIÓN EN SALUD I	301	García, José Antonio y otros. (2011). Introducción a la metodología de la investigación en ciencias de la salud. México: McGrawHill.	OBLIGATORIA	6	25216	
		Hernández Sampieri, Roberto y otros. (2006). Metodología de la investigación. México: McGraw Hill Interamericana.	OBLIGATORIA	2	25859	
		Pineda, Elia, Luz de Alvarado, Eva. (2008). Metodología de la investigación. Washington	COMPLEMENTARIA	0	20502	
NEONATOLOGÍA II	301	Ceriani, J. (2009) Neonatología Práctica. (4 ed). Editorial Médica Panamericana	OBLIGATORIA	2	25301	
		Tapia, J. (2008) Neonatología. (3 ed). Editorial Mediterráneo.	OBLIGATORIA	8	27859	
		Cloherty, J. Eichenwald, E. Hansen, A. & Stark, A. (2012) Manual de Neonatología (7º ed). Editorial Lippincott Williams and Wilkins.Wolters Kluwer Health.	OBLIGATORIA	3	25214	
		Caballero M. Erika. (1997). Valoración Física del Recién Nacido. Santiago de Chile: Editorial PUC.	OBLIGATORIA	0	5096	
		Gomella, T. (2009) Neonatología. (5 ed). Editorial Médica Panamericana.	COMPLEMENTARIA	18	26914	
		Fernández, P. Caballero, E. & Medina G. (2010) Manual de Enfermería Neonatal. Editorial Mediterráneo	COMPLEMENTARIA	1	23158	
OBSTETRICIA II	301	Calais-Germain, B., Vives, N. Parir en Movimiento. España: La liebre de marzo.	OBLIGATORIA	2	25144	
		Walker,C., (2013) Fisioterapia en Obstetricia y Uroginecología (2ª Edición). España: ElsevierMasson.	OBLIGATORIA	2	25211	0
ATENCIÓN PRIMARIA GINECOLÓGICA	302	Pérez Sánchez A. (2014). Ginecología. Madrid: Mediterráneo.	OBLIGATORIA	16	25732	
		Cuello Mauricio. (2005). Pautas de Práctica Clínica en Ginecología. Santiago. Ediciones: Universidad Católica.	OBLIGATORIA	4	28551	0
ENFERMERÍA MÉDICO QUIRÚRGICA	302	Jorge López Ramírez. (2011). La alegría de leer el ECG. Colombia: Celsus.	OBLIGATORIA	9	25146	
		NANDA Internacional.(2009). Diagnósticos Enfermeros, Definiciones y clasificación 2009-2011. Mosby-Yearbook.	OBLIGATORIA	21	25140	
		Alejandra Palma, Paulina Taboada, Flavio Nervi. (2011). Medicina paliativa y cuidados continuos. Chile: Ediciones UC.	OBLIGATORIA	4	25174	0
		Chabner. (2009). Harrison: Manual de Oncología. EE.UU: McGraw-Hill.	OBLIGATORIA	0	0	
		Braun , Carie. (2012). Fisiopatología un enfoque clínico. Barcelona: Lippincott Wilians y Wilkins.	OBLIGATORIA	10	25262	
		Silvia Rincón. (2011). Manual de Enfermería Quirúrgica. España: McGraw-Hill.	OBLIGATORIA	8	28073	0
		Linda Williams. (2009). Enfermería Médico Quirúrgica. España: McGraw-Hill.	OBLIGATORIA	0	0	
		Jose Guadalajara Boo. (2007). Manual de urgencias cardiovasculares. España: McGraw- Hill.	OBLIGATORIA	0	0	
INTEGRACIÓN PROFESIONAL	302	Pérez Sánchez A. (2011). Obstetricia. Santiago de Chile: Editorial Mediterráneo.	OBLIGATORIA	22	25229	
		Oyarzún Enrique. (1997). Alto Riesgo Obstétrico. Santiago de Chile: Editorial UC.	OBLIGATORIA	16	25173	
		Caballero M. Erika. (1997). Valoración Física del Recién Nacido. Santiago de Chile: Editorial PUC.	OBLIGATORIA	0	5096	
		Tapia J. Ventura-Junca. (2000). Neonatología. Santiago de Chile: Editorial Mediterráneo.	OBLIGATORIA	8	27859	
INVESTIGACIÓN EN SALUD II	302	García, José Antonio y otros. (2011). Introducción a la metodología de la investigación en ciencias de la salud. México: McGrawHill.	OBLIGATORIA	6	25216	
		Hernández Sampieri, Roberto y otros. (2006). Metodología de la investigación. México: McGraw Hill Interamericana.	OBLIGATORIA	2	25859	
		Pineda, Elia, Luz de Alvarado, Eva. (2008). Metodología de la investigación. Washington	COMPLEMENTARIA	0	20502	
PSICOLOGÍA DE LA MUJER	302	Papalia, Diana E. (2001). Desarrollo humano. México. McGraw Interamericana, Ed. 12..	OBLIGATORIA	0	0	
		Feldman R. (2007). Desarrollo Psicológico. (1ª Ed.) México. Pearson Educación.	OBLIGATORIA	0	0	
		Berger, K. (2007). Psicología del desarrollo. Madrid. Editorial Panamericana.	OBLIGATORIA	0	0	
		Davidoff, L. (2001). Introducción a la Psicología.	COMPLEMENTARIA	0	0	
		Zepeda, F. (2003). Introducción a la Psicología. México. Pearson Educación.	COMPLEMENTARIA	0	0	
SEXUALIDAD Y SEXOLOGÍA	302	Castelo-Branco. Sexualidad Humana: Una aproximación integral. Editorial Panamericana, Buenos Aires, 2005.	OBLIGATORIA	3	25305	
		Arcila, Adriana. Educación para la salud sexual. Editorial Universidad de Caldas, Manizales, Colombia, 2003.	OBLIGATORIA	0	0	
		Molina, Ramiro. Salud sexual y reproductiva de la adolescencia. Editorial Mediterraneo, 200	OBLIGATORIA	3	25248	
		Arango, Iván. Sexualidad Humana. Editorial el Manual Moderno, México, 2008.	COMPLEMENTARIA	0	0	
		Pérez Sánchez, Alfredo. Ginecología, 4° Edición. Editorial Mediterráneo. Santiago. 2014.	COMPLEMENTARIA	16	25732	
CLÍNICA DE NEONATOLOGÍA I	401	Pérez Sánchez A. (2011). Obstetricia. Santiago de Chile: Editorial Mediterráneo.	OBLIGATORIA	22	25229	
		Oyarzún Enrique. (1997). Alto Riesgo Obstétrico. Santiago de Chile: Editorial UC.	OBLIGATORIA	16	25173	
		Ceriani, J. (2009) Neonatología Práctica. (4 ed). Editorial Médica Panamericana.	OBLIGATORIA	2	25301	
		Tapia, J. (2008) Neonatología. (3 ed). Editorial Mediterráneo.	OBLIGATORIA	8	27859	
CLÍNICA DE SERVICIOS GINECO OBSTÉTRICOS I	401	Pérez Sánchez, A. (2011) Obstetricia (4ª Edición).Chile: Mediterráneo	OBLIGATORIA	22	25229	
		Schwarcz, R., Fescina, R.,Duverges,C. (2005) Obstetricia (6ª Edición).Argentina: El Ateneo.	OBLIGATORIA	4	25207	
		González Merlo, J., Lailla, J.M., Fabre, E., González, E. (2013) Obstetricia (6ª Edición).	COMPLEMENTARIA	7	25139	
GESTIÓN EN SALUD I	401	Chiavenato I. Introducción a la Teoría General de la Administración; Ed Mc Graw Hill. Año 1997.	OBLIGATORIA	3	26091	
		Chiavenato, I. Administración de Recursos Humanos; Ed. Mc Graw Hill. Quinta Edición, año 2000.	OBLIGATORIA	0	0	
		Charles W. L. Hill/Jones. Administración Estratégica un enfoque integrado Ed. McGraw Hill. Sexta edición, año 2005.	OBLIGATORIA	0	18649	
		Koontz Harold, Weihrich Heinz. “Administración una perspectiva Global”. Ed. Mc Graw Hill. 12va edición, año 2004.	OBLIGATORIA	0	0	
		Malik, A. “Manual de Recursos Humanos en Salud” OPS.OMS. Fundación WK Kellog, año 1996.	OBLIGATORIA	0	0	
PROCESO DE INTERVENCIÓN COMUNITARIA	401	Frías Osuna, A. (2000). Salud pública y educación para la salud. Primera Edición. Editorial Masson.	OBLIGATORIA	0	0	
		Hernández- Aguado, I y otros. (2005). Manual de Epidemiología y Salud Pública. Primera Edición. Editorial Médica Panamericana.	OBLIGATORIA	18	25205	
		Martínez Hernández, J. Nociones de Salud Pública. Edit. Ediciones Díaz de Santos. 2006	OBLIGATORIA	0	0	
		Restrepo, H. (2001). Promoción de la Salud: como construir vida saludable. Colombia: Panamericana.	OBLIGATORIA	1	21095	
PROYECTO DE LICENCIATURA I	401	García, José Antonio y otros. (2011). Introducción a la metodología de la investigación en ciencias de la salud. México: McGrawHill.	OBLIGATORIA	6	25216	
		Hernández Sampieri, Roberto y otros. (2006). Metodología de la investigación. México: McGraw Hill Interamericana.	OBLIGATORIA	2	25859	
		Pineda, Elia, Luz de Alvarado, Eva. (2008). Metodología de la investigación. Washington	COMPLEMENTARIA	0	20502	
CLÍNICA DE NEONATOLOGÍA II	402	Tapia, J. (2008) Neonatología. (3 ed). Editorial Mediterráneo.	OBLIGATORIA	8	27859	
		Cloherty, J. Eichenwald, E. Hansen, A. & Stark, A. (2012) Manual de Neonatología (7º ed). Editorial Lippincott Williams and Wilkins.Wolters Kluwer Health.	OBLIGATORIA	3	25214	
		Ceriani, J. (2009) Neonatología Práctica. (4 ed). Editorial Médica Panamericana	OBLIGATORIA	2	25301	
		Gomella, T. (2009) Neonatología. (5 ed). Editorial Médica Panamericana.	COMPLEMENTARIA	18	26914	
		Fernández, P. Caballero; Medina, G. (2010) Manual de Enfermería Neonatal. Editorial Mediterráneo.	COMPLEMENTARIA	1	23158	
		Pérez Sánchez, A. (2011) Obstetricia (4ª Edición).Chile: Mediterráneo	COMPLEMENTARIA	22	25229	
CLÍNICA DE SERVICIOS GINECO OBSTÉTRICOS II	402	Pérez Sánchez, A. (2011) Obstetricia (4ª Edición).Chile: Mediterráneo	OBLIGATORIA	22	25229	
		Schwarcz, R., Fescina, R.,Duverges,C. (2005) Obstetricia (6ª Edición).Argentina: El Ateneo.	OBLIGATORIA	4	25207	
		Berek y Novak. (2013). Ginecología de Novak. Baltimore, EE.UU.: Lippincott- Williams y Willkins.	OBLIGATORIA	15	25181	
		Pérez Sánchez, Alfredo. Ginecología, 4° Edición. Editorial Mediterráneo. Santiago. 2014.	OBLIGATORIA	16	25732	
		Cuello, Mauricio. (2005). Pautas de práctica clínica en Ginecología. Santiago: Ediciones Universidad Católica.	OBLIGATORIA	0	0	
GESTIÓN EN SALUD II	402	Cosialls, D. “Gestión Clínica y Gerencial de Hospitales Servicios de Información”. Editorial Mediterráneo, año 2000.	OBLIGATORIA	0	0	
		Mompart-Tomey, A. “Administración y Gestión” Edit, DAE. Madrid, año 2004.	OBLIGATORIA	0	0	
		Gareth R. Jones y otros. “Administración contemporánea”. Edit. McGraw-Hill. Sexta Edición, año 2010.	OBLIGATORIA	0	24714	
		Lussier Robert N. y otros. “Liderazgo: teoría, aplicación, desarrollo de habilidades”. Thomson Learning, año 2002.	OBLIGATORIA	0	21270	
		Marriner Tomey Ann. “Gestión y Dirección en Enfermería”. Edt. Elsevier España, año 2009.	OBLIGATORIA	0	0	
PROYECTO DE LICENCIATURA II	402	García, José Antonio y otros. (2011). Introducción a la metodología de la investigación en ciencias de la salud. México: McGrawHill.	OBLIGATORIA	6	25216	
		Hernández Sampieri, Roberto y otros. (2006). Metodología de la investigación. México: McGraw Hill Interamericana.	OBLIGATORIA	2	25859	
		Pineda, Elia, Luz de Alvarado, Eva. (2008). Metodología de la investigación. Washington	COMPLEMENTARIA	0	20502	
GESTIÓN EN SALUD III	501	Mompart-Tomey, A. “Administración y Gestión” Edit, DAE. Madrid, año 2004.	OBLIGATORIA	0	0	
		Gareth R. Jones y otros. “Administración contemporánea”. Edit. McGraw-Hill. Sexta Edición, año 2010.	OBLIGATORIA	0	24714	
		Lussier Robert N. y otros. “Liderazgo: teoría, aplicación, desarrollo de habilidades”. Thomson Learning, año 2002.	OBLIGATORIA	0	21270	
		Cosialls, D. “Gestión Clínica y Gerencial de Hospitales Servicios de Información”. Editorial Mediterráneo, año 2000.	OBLIGATORIA	0	0	
		Martínez R. Armando. “Manual de gestión y mejora de procesos en los Servicios de Salud”. Editorial Manual Moderno 1era Edición, año 2005.	OBLIGATORIA	0	0	
INTERNADO ATENCIÓN PRIMARIA Y COMUNITARIA	501	Pérez Sánchez, A. (2011) Obstetricia (4ª Edición).Chile: Mediterráneo	OBLIGATORIA	22	25229	
		Pérez Sánchez, Alfredo. Ginecología, 4° Edición. Editorial Mediterráneo. Santiago. 2014.	OBLIGATORIA	16	25732	
		Caballero M. Erika. (1997). Valoración Física del Recién Nacido. Santiago de Chile: Editorial PUC.	OBLIGATORIA	0	5096	
